transaction_id,account_id,transaction_date,transaction_type,merchant,transaction_category,amount,transaction_status,fraud_flag,running_balance
1363,A144,2023-05-15 07:08:00,debit,Amazon,Shopping,6641,Success,0,15714
1364,A156,2023-05-15 06:34:00,debit,Netflix,Entertainment,7451,Success,0,23410
1365,A177,2023-05-15 23:43:00,debit,Swiggy,Food,593,Success,0,74658
1366,A146,2023-05-15 11:13:00,credit,Zomato,Food,2650,Success,0,133471
1367,A009,2023-05-15 02:32:00,credit,Flipkart,Shopping,7686,Pending,0,-40104
1368,A056,2023-05-15 04:55:00,debit,Amazon,Shopping,15333,Success,0,-15907
1369,A074,2023-05-15 23:21:00,debit,Amazon,Shopping,6242,Success,0,88353
1370,A078,2023-05-15 20:11:00,debit,Zomato,Food,7627,Success,0,219438
1371,A020,2023-05-16 08:08:00,debit,Croma,Electronics,2229,Success,0,14410
1372,A191,2023-05-16 07:54:00,credit,Zomato,Food,1564,Success,0,107261
1373,A199,2023-05-16 07:58:00,credit,Uber,Transport,3874,Failed,0,35384
1374,A100,2023-05-16 09:10:00,debit,Croma,Electronics,3790,Success,0,-100417
1375,A010,2023-05-16 13:33:00,credit,Amazon,Shopping,23958,Success,0,-62171
1376,A169,2023-05-16 08:30:00,debit,Amazon,Shopping,6721,Success,0,-3119
1377,A046,2023-05-16 11:12:00,credit,Amazon,Shopping,5111,Success,0,-40162
1378,A080,2023-05-16 02:57:00,debit,Flipkart,Shopping,6537,Success,0,2266
1379,A043,2023-05-16 18:42:00,debit,Uber,Transport,1411,Success,0,70012
1380,A140,2023-05-16 15:13:00,debit,BigBasket,Groceries,3593,Success,0,92434
1381,A089,2023-05-16 11:19:00,debit,Zomato,Food,2868,Success,0,205487
1382,A036,2023-05-16 13:04:00,debit,Swiggy,Food,984,Success,0,-106010
1383,A172,2023-05-17 03:19:00,debit,Zomato,Food,3661,Success,0,52727
1384,A162,2023-05-17 11:18:00,debit,Suspicious Transfer,Fraud,183092,Success,1,-179408
1385,A161,2023-05-17 18:01:00,credit,Suspicious Transfer,Fraud,75138,Success,1,140365
1386,A164,2023-05-17 08:58:00,credit,Croma,Electronics,4820,Success,0,236082
1387,A042,2023-05-17 06:53:00,debit,Zomato,Food,6604,Failed,0,110561
1388,A059,2023-05-18 22:32:00,debit,Zomato,Food,5164,Success,0,185208
1389,A143,2023-05-18 03:46:00,debit,Flipkart,Shopping,16665,Pending,0,-108342
1390,A064,2023-05-18 17:22:00,debit,Flipkart,Shopping,1196,Success,0,145066
1391,A092,2023-05-18 21:04:00,debit,Netflix,Entertainment,2733,Success,0,131008
1392,A091,2023-05-18 21:53:00,debit,Netflix,Entertainment,6161,Success,0,111439
1393,A165,2023-05-18 10:51:00,debit,Uber,Transport,616,Success,0,207449
1394,A198,2023-05-18 09:42:00,debit,Swiggy,Food,6387,Success,0,265848
1395,A058,2023-05-18 07:40:00,debit,Croma,Electronics,7146,Success,0,-10659
1396,A017,2023-05-18 09:39:00,debit,Croma,Electronics,1678,Success,0,107063
1397,A113,2023-05-18 05:51:00,debit,Netflix,Entertainment,6644,Pending,0,97409
1398,A146,2023-05-18 13:26:00,debit,BigBasket,Groceries,3974,Success,0,129497
1399,A050,2023-05-18 18:50:00,debit,BigBasket,Groceries,4361,Success,0,147290
1400,A091,2023-05-18 11:50:00,debit,Uber,Transport,6016,Success,0,105423
1401,A167,2023-05-18 03:35:00,debit,Amazon,Shopping,3641,Success,0,-6538
1402,A074,2023-05-18 00:48:00,debit,Uber,Transport,3485,Success,0,84868
1403,A024,2023-05-19 02:15:00,debit,BigBasket,Groceries,17874,Success,0,432811
1404,A035,2023-05-19 22:08:00,debit,Netflix,Entertainment,7459,Failed,0,-5014
1405,A194,2023-05-19 00:10:00,debit,Zomato,Food,6032,Success,0,46419
1406,A111,2023-05-19 23:57:00,debit,Amazon,Shopping,2375,Success,0,149441
1407,A076,2023-05-19 13:52:00,debit,Uber,Transport,3587,Success,0,48030
1408,A158,2023-05-19 02:25:00,credit,Flipkart,Shopping,5580,Success,0,120115
1409,A144,2023-05-19 08:11:00,debit,Netflix,Entertainment,1980,Success,0,13734
1410,A043,2023-05-19 11:34:00,debit,Zomato,Food,3035,Success,0,66977
1411,A200,2023-05-19 19:53:00,debit,Zomato,Food,5323,Success,0,229818
1412,A024,2023-05-19 18:36:00,debit,Uber,Transport,3699,Success,0,429112
1413,A138,2023-05-20 18:49:00,credit,Flipkart,Shopping,13083,Success,0,-1739
1414,A062,2023-05-20 07:26:00,debit,Flipkart,Shopping,7475,Success,0,59737
1415,A058,2023-05-20 17:41:00,debit,Amazon,Shopping,2845,Success,0,-13504
1416,A146,2023-05-20 20:59:00,debit,Croma,Electronics,1015,Pending,0,128482
1417,A021,2023-05-20 10:05:00,debit,Netflix,Entertainment,1169,Success,0,26265
1418,A083,2023-05-20 03:53:00,debit,Swiggy,Food,2909,Success,0,-68497
1419,A138,2023-05-20 00:30:00,debit,BigBasket,Groceries,2484,Success,0,-4223
1420,A015,2023-05-20 11:58:00,debit,Croma,Electronics,4083,Success,0,5793
1421,A020,2023-05-20 05:34:00,debit,Uber,Transport,11193,Success,0,3217
1422,A107,2023-05-20 08:21:00,credit,Flipkart,Shopping,14788,Success,0,126281
1423,A085,2023-05-21 04:47:00,debit,Amazon,Shopping,9203,Success,0,78009
1424,A014,2023-05-21 10:41:00,debit,Croma,Electronics,7327,Success,0,135390
1425,A172,2023-05-21 07:30:00,debit,BigBasket,Groceries,4012,Success,0,48715
1426,A116,2023-05-21 11:37:00,debit,Amazon,Shopping,4877,Success,0,198317
1427,A079,2023-05-21 09:58:00,debit,Netflix,Entertainment,1838,Success,0,186703
1428,A187,2023-05-21 16:52:00,debit,Flipkart,Shopping,5666,Success,0,-2248
1429,A150,2023-05-21 16:58:00,debit,Netflix,Entertainment,5967,Success,0,14480
1430,A162,2023-05-21 16:40:00,debit,Suspicious Transfer,Fraud,101096,Success,1,-280504
1431,A109,2023-05-21 12:26:00,credit,Swiggy,Food,9373,Success,0,32862
1432,A190,2023-05-21 21:49:00,debit,BigBasket,Groceries,5770,Success,0,203926
1433,A112,2023-05-21 14:37:00,debit,Uber,Transport,8898,Pending,0,124369
1434,A147,2023-05-22 22:54:00,debit,Amazon,Shopping,6979,Success,0,-18467
1435,A089,2023-05-22 19:51:00,debit,Zomato,Food,681,Success,0,204806
1436,A167,2023-05-22 22:04:00,debit,Uber,Transport,6050,Success,0,-12588
1437,A051,2023-05-22 14:29:00,debit,Amazon,Shopping,584,Pending,0,55514
1438,A180,2023-05-22 22:07:00,debit,Zomato,Food,6910,Success,0,260075
1439,A103,2023-05-22 12:14:00,credit,Zomato,Food,14154,Success,0,514242
1440,A089,2023-05-23 19:38:00,credit,Amazon,Shopping,2409,Success,0,207215
1441,A045,2023-05-23 06:57:00,debit,Croma,Electronics,4623,Success,0,60299
1442,A059,2023-05-23 13:54:00,debit,Amazon,Shopping,283,Success,0,184925
1443,A049,2023-05-23 21:55:00,debit,Amazon,Shopping,6551,Success,0,193652
1444,A061,2023-05-23 05:40:00,debit,Uber,Transport,6530,Success,0,106670
1445,A085,2023-05-23 04:37:00,debit,BigBasket,Groceries,6582,Success,0,71427
1446,A072,2023-05-24 16:26:00,credit,Zomato,Food,3253,Success,0,99045
1447,A180,2023-05-24 05:13:00,debit,Swiggy,Food,2943,Pending,0,257132
1448,A125,2023-05-24 11:05:00,debit,Croma,Electronics,5481,Success,0,215169
1449,A019,2023-05-24 15:43:00,debit,Uber,Transport,2112,Success,0,233743
1450,A190,2023-05-24 21:28:00,debit,Amazon,Shopping,5662,Success,0,198264
1451,A046,2023-05-24 14:44:00,credit,Amazon,Shopping,3961,Success,0,-36201
1452,A197,2023-05-24 21:02:00,debit,Flipkart,Shopping,6738,Pending,0,64089
1453,A169,2023-05-24 19:28:00,debit,Uber,Transport,1588,Success,0,-4707
1454,A153,2023-05-24 04:06:00,debit,Flipkart,Shopping,3526,Success,0,51845
1455,A048,2023-05-24 09:45:00,debit,Flipkart,Shopping,1216,Success,0,23991
1456,A198,2023-05-24 18:32:00,debit,BigBasket,Groceries,7551,Success,0,258297
1457,A192,2023-05-24 00:41:00,debit,Uber,Transport,22095,Success,0,331977
1458,A157,2023-05-24 07:41:00,debit,Flipkart,Shopping,7418,Success,0,45864
1459,A143,2023-05-24 07:06:00,debit,Netflix,Entertainment,2388,Success,0,-110730
1460,A200,2023-05-25 15:00:00,debit,Swiggy,Food,4529,Pending,0,225289
1461,A172,2023-05-25 05:18:00,debit,Croma,Electronics,7541,Success,0,41174
1462,A070,2023-05-25 13:59:00,debit,BigBasket,Groceries,6387,Pending,0,194371
1463,A139,2023-05-25 02:48:00,debit,Uber,Transport,6700,Success,0,130983
1464,A187,2023-05-25 10:48:00,debit,Swiggy,Food,5140,Success,0,-7388
1465,A186,2023-05-25 02:54:00,debit,Netflix,Entertainment,2601,Success,0,784746
1466,A043,2023-05-25 14:36:00,debit,BigBasket,Groceries,1833,Success,0,65144
1467,A179,2023-05-26 04:43:00,debit,Uber,Transport,18399,Failed,0,135412
1468,A132,2023-05-26 23:57:00,debit,Netflix,Entertainment,2254,Pending,0,51103
1469,A123,2023-05-26 15:45:00,debit,Flipkart,Shopping,7141,Success,0,31222
1470,A109,2023-05-26 22:27:00,credit,Zomato,Food,7185,Success,0,40047
1471,A027,2023-05-26 18:38:00,debit,Suspicious Transfer,Fraud,152718,Success,1,-143507
1472,A199,2023-05-26 03:37:00,debit,BigBasket,Groceries,634,Success,0,34750
1473,A170,2023-05-27 00:14:00,debit,Amazon,Shopping,11551,Success,0,158721
1474,A108,2023-05-27 03:10:00,debit,Uber,Transport,6226,Success,0,55497
1475,A179,2023-05-27 21:46:00,debit,Zomato,Food,16512,Success,0,118900
1476,A110,2023-05-27 12:15:00,debit,BigBasket,Groceries,2554,Success,0,43384
1477,A190,2023-05-27 17:28:00,debit,Uber,Transport,3649,Success,0,194615
1478,A018,2023-05-27 23:18:00,debit,BigBasket,Groceries,12416,Success,0,213097
1479,A116,2023-05-27 20:50:00,debit,Uber,Transport,12579,Success,0,185738
1480,A128,2023-05-28 17:23:00,debit,BigBasket,Groceries,9082,Failed,0,-93457
1481,A157,2023-05-28 03:14:00,debit,Uber,Transport,5441,Success,0,40423
1482,A061,2023-05-28 15:50:00,credit,Netflix,Entertainment,10487,Success,0,117157
1483,A185,2023-05-28 18:59:00,debit,Croma,Electronics,6850,Success,0,-23878
1484,A189,2023-05-28 03:58:00,debit,Netflix,Entertainment,8051,Success,0,-13629
1485,A074,2023-05-28 11:32:00,debit,Flipkart,Shopping,5711,Success,0,79157
1486,A142,2023-05-28 18:23:00,debit,Amazon,Shopping,12214,Success,0,-25955
1487,A021,2023-05-28 00:05:00,debit,BigBasket,Groceries,3059,Success,0,23206
1488,A189,2023-05-28 09:59:00,debit,Swiggy,Food,14991,Success,0,-28620
1489,A173,2023-05-28 09:11:00,debit,Zomato,Food,11258,Success,0,125938
1490,A139,2023-05-28 08:58:00,debit,Uber,Transport,4029,Failed,0,126954
1491,A136,2023-05-28 16:29:00,debit,Swiggy,Food,5004,Success,0,336177
1492,A025,2023-05-28 18:17:00,debit,Netflix,Entertainment,14765,Success,0,232357
1493,A130,2023-05-28 18:39:00,debit,Amazon,Shopping,7933,Pending,0,50204
1494,A190,2023-05-28 09:37:00,debit,Uber,Transport,3287,Success,0,191328
1495,A127,2023-05-29 08:14:00,debit,Suspicious Transfer,Fraud,89549,Success,1,209346
1496,A173,2023-05-29 07:32:00,debit,Amazon,Shopping,2074,Success,0,123864
1497,A178,2023-05-29 18:29:00,credit,Uber,Transport,3971,Success,0,53924
1498,A127,2023-05-29 03:07:00,debit,Croma,Electronics,3076,Success,0,206270
1499,A007,2023-05-29 04:05:00,debit,Uber,Transport,2744,Failed,0,31681
1500,A063,2023-05-29 11:00:00,debit,Netflix,Entertainment,4846,Success,0,104633
1501,A066,2023-05-30 04:55:00,credit,Netflix,Entertainment,7774,Success,0,117143
1502,A091,2023-05-30 01:17:00,debit,Croma,Electronics,5191,Success,0,100232
1503,A153,2023-05-30 22:42:00,debit,Flipkart,Shopping,6112,Pending,0,45733
1504,A060,2023-05-30 22:08:00,credit,Netflix,Entertainment,5428,Failed,0,111682
1505,A039,2023-05-30 17:27:00,debit,Croma,Electronics,6419,Success,0,81604
1506,A090,2023-05-30 14:26:00,debit,Croma,Electronics,1325,Success,0,192106
1507,A121,2023-05-30 22:27:00,debit,Swiggy,Food,6353,Success,0,-276
1508,A188,2023-05-30 13:29:00,debit,BigBasket,Groceries,7816,Success,0,115548
1509,A108,2023-05-30 12:34:00,credit,Netflix,Entertainment,739,Success,0,56236
1510,A103,2023-05-30 20:22:00,debit,Uber,Transport,11703,Success,0,502539
1511,A010,2023-05-30 02:47:00,credit,Amazon,Shopping,4578,Success,0,-57593
1512,A079,2023-05-30 16:10:00,debit,Swiggy,Food,907,Failed,0,185796
1513,A076,2023-05-30 10:03:00,debit,Netflix,Entertainment,2346,Success,0,45684
1514,A144,2023-05-30 15:10:00,debit,Uber,Transport,4965,Success,0,8769
1515,A019,2023-05-31 20:37:00,credit,Netflix,Entertainment,6913,Success,0,240656
1516,A051,2023-05-31 21:47:00,debit,Croma,Electronics,6688,Success,0,48826
1517,A037,2023-05-31 19:19:00,debit,Swiggy,Food,613,Success,0,142272
1518,A131,2023-05-31 14:33:00,credit,Uber,Transport,4533,Success,0,-15516
1519,A195,2023-05-31 01:38:00,debit,Swiggy,Food,1887,Success,0,129755
1520,A199,2023-05-31 03:27:00,debit,Amazon,Shopping,5850,Success,0,28900
1521,A050,2023-05-31 19:42:00,debit,BigBasket,Groceries,3288,Success,0,144002
1522,A095,2023-05-31 19:14:00,debit,Suspicious Transfer,Fraud,83012,Success,1,37059
1523,A173,2023-06-01 12:59:00,credit,Salary Deposit,Income,85398,Success,0,209262
1524,A088,2023-06-01 10:27:00,credit,Salary Deposit,Income,70073,Success,0,327872
1525,A188,2023-06-01 12:54:00,credit,Salary Deposit,Income,61548,Success,0,177096
1526,A178,2023-06-01 21:01:00,credit,Salary Deposit,Income,83533,Success,0,137457
1527,A063,2023-06-01 00:03:00,credit,Salary Deposit,Income,44943,Success,0,149576
1528,A134,2023-06-01 00:17:00,credit,Salary Deposit,Income,227742,Success,0,498349
1529,A106,2023-06-01 15:57:00,credit,Salary Deposit,Income,102794,Success,0,289857
1530,A044,2023-06-02 18:31:00,credit,Salary Deposit,Income,105141,Success,0,-39702
1531,A074,2023-06-02 23:26:00,credit,Salary Deposit,Income,55615,Success,0,134772
1532,A044,2023-06-02 17:10:00,credit,Salary Deposit,Income,68183,Success,0,28481
1533,A171,2023-06-02 18:50:00,credit,Suspicious Transfer,Fraud,173425,Pending,1,161335
1534,A173,2023-06-02 11:05:00,credit,Salary Deposit,Income,98768,Success,0,308030
1535,A009,2023-06-02 09:27:00,credit,Salary Deposit,Income,112094,Success,0,71990
1536,A047,2023-06-02 02:29:00,credit,Salary Deposit,Income,74853,Success,0,220862
1537,A009,2023-06-02 04:12:00,credit,Salary Deposit,Income,39757,Failed,0,111747
1538,A161,2023-06-02 06:29:00,credit,Salary Deposit,Income,67670,Success,0,208035
1539,A015,2023-06-02 15:48:00,credit,Salary Deposit,Income,61944,Success,0,67737
1540,A062,2023-06-02 13:47:00,credit,Salary Deposit,Income,83079,Success,0,142816
1541,A086,2023-06-03 12:09:00,credit,Salary Deposit,Income,49048,Success,0,80005
1542,A025,2023-06-03 14:32:00,credit,Salary Deposit,Income,34118,Success,0,266475
1543,A114,2023-06-03 21:33:00,credit,Salary Deposit,Income,70577,Success,0,326449
1544,A063,2023-06-03 00:17:00,credit,Salary Deposit,Income,110638,Success,0,260214
1545,A050,2023-06-03 11:36:00,credit,Salary Deposit,Income,96335,Failed,0,240337
1546,A176,2023-06-03 05:32:00,credit,Suspicious Transfer,Fraud,112360,Success,1,156697
1547,A195,2023-06-03 04:49:00,credit,Salary Deposit,Income,66037,Success,0,195792
1548,A174,2023-06-04 17:18:00,credit,Salary Deposit,Income,44821,Success,0,100731
1549,A127,2023-06-04 12:20:00,credit,Salary Deposit,Income,79252,Success,0,285522
1550,A083,2023-06-04 21:52:00,credit,Salary Deposit,Income,68294,Success,0,-203
1551,A061,2023-06-04 17:21:00,credit,Salary Deposit,Income,35618,Success,0,152775
1552,A102,2023-06-04 21:21:00,credit,Salary Deposit,Income,34379,Success,0,28408
1553,A072,2023-06-04 15:34:00,credit,Salary Deposit,Income,67453,Pending,0,166498
1554,A035,2023-06-04 02:04:00,credit,Salary Deposit,Income,59736,Success,0,54722
1555,A049,2023-06-04 15:12:00,credit,Salary Deposit,Income,74369,Success,0,268021
1556,A107,2023-06-04 19:51:00,credit,Salary Deposit,Income,61662,Success,0,187943
1557,A146,2023-06-04 22:39:00,credit,Salary Deposit,Income,58821,Success,0,187303
1558,A069,2023-06-05 01:12:00,credit,Salary Deposit,Income,347385,Success,0,456328
1559,A189,2023-06-05 07:03:00,credit,Salary Deposit,Income,47041,Success,0,18421
1560,A073,2023-06-05 23:55:00,credit,Salary Deposit,Income,59761,Success,0,58721
1561,A178,2023-06-05 00:58:00,credit,Salary Deposit,Income,85199,Success,0,222656
1562,A197,2023-06-05 17:54:00,credit,Salary Deposit,Income,32222,Pending,0,96311
1563,A037,2023-06-05 05:29:00,credit,Salary Deposit,Income,51448,Success,0,193720
1564,A015,2023-06-05 11:35:00,credit,Suspicious Transfer,Fraud,71113,Success,1,138850
1565,A200,2023-06-05 02:19:00,credit,Salary Deposit,Income,86643,Success,0,311932
1566,A126,2023-06-05 05:46:00,credit,Salary Deposit,Income,67735,Success,0,-100012
1567,A108,2023-06-05 18:10:00,credit,Salary Deposit,Income,45392,Success,0,101628
1568,A086,2023-06-06 02:59:00,debit,Flipkart,Shopping,2820,Success,0,77185
1569,A058,2023-06-06 10:06:00,debit,Zomato,Food,7318,Success,0,-20822
1570,A058,2023-06-06 21:10:00,debit,Swiggy,Food,2346,Success,0,-23168
1571,A143,2023-06-06 23:16:00,debit,Flipkart,Shopping,3057,Success,0,-113787
1572,A046,2023-06-06 15:41:00,debit,BigBasket,Groceries,6631,Success,0,-42832
1573,A165,2023-06-06 23:26:00,debit,Croma,Electronics,7945,Success,0,199504
1574,A146,2023-06-06 08:25:00,debit,Swiggy,Food,2530,Success,0,184773
1575,A165,2023-06-06 05:28:00,debit,Croma,Electronics,7512,Success,0,191992
1576,A124,2023-06-06 12:05:00,debit,Swiggy,Food,7393,Pending,0,60513
1577,A058,2023-06-06 04:52:00,debit,Amazon,Shopping,1855,Success,0,-25023
1578,A123,2023-06-06 00:03:00,debit,Croma,Electronics,1195,Success,0,30027
1579,A148,2023-06-06 16:59:00,credit,BigBasket,Groceries,405,Success,0,240119
1580,A048,2023-06-06 23:24:00,debit,Flipkart,Shopping,6518,Success,0,17473
1581,A179,2023-06-07 22:58:00,debit,Flipkart,Shopping,15714,Success,0,103186
1582,A092,2023-06-07 15:01:00,credit,Uber,Transport,5251,Pending,0,136259
1583,A078,2023-06-07 00:00:00,debit,Uber,Transport,902,Success,0,218536
1584,A024,2023-06-07 18:19:00,debit,Croma,Electronics,1518,Success,0,427594
1585,A096,2023-06-07 02:48:00,debit,Croma,Electronics,466,Success,0,237545
1586,A193,2023-06-07 23:11:00,debit,Swiggy,Food,4759,Success,0,359546
1587,A076,2023-06-07 22:37:00,debit,Croma,Electronics,1104,Success,0,44580
1588,A068,2023-06-07 14:54:00,debit,Amazon,Shopping,6501,Success,0,200924
1589,A011,2023-06-07 18:08:00,credit,Croma,Electronics,4996,Success,0,102643
1590,A124,2023-06-08 16:07:00,debit,Zomato,Food,2713,Pending,0,57800
1591,A030,2023-06-08 00:47:00,credit,Swiggy,Food,5334,Success,0,-190927
1592,A184,2023-06-08 09:22:00,debit,Uber,Transport,7162,Success,0,74229
1593,A045,2023-06-08 01:38:00,debit,Zomato,Food,3183,Success,0,57116
1594,A180,2023-06-08 00:09:00,debit,BigBasket,Groceries,773,Success,0,256359
1595,A023,2023-06-08 13:59:00,debit,Swiggy,Food,6346,Success,0,200318
1596,A079,2023-06-08 02:10:00,credit,Swiggy,Food,6833,Success,0,192629
1597,A074,2023-06-08 21:30:00,debit,Croma,Electronics,4497,Success,0,130275
1598,A065,2023-06-08 17:32:00,debit,Flipkart,Shopping,4102,Success,0,122498
1599,A089,2023-06-08 21:03:00,debit,Croma,Electronics,7493,Success,0,199722
1600,A138,2023-06-08 15:27:00,debit,Uber,Transport,4050,Success,0,-8273
1601,A174,2023-06-09 23:15:00,debit,Croma,Electronics,4741,Success,0,95990
1602,A037,2023-06-09 00:29:00,debit,BigBasket,Groceries,4875,Success,0,188845
1603,A169,2023-06-09 03:00:00,credit,Zomato,Food,2693,Success,0,-2014
1604,A138,2023-06-09 09:22:00,debit,Amazon,Shopping,4385,Success,0,-12658
1605,A173,2023-06-09 05:52:00,debit,Amazon,Shopping,6558,Success,0,301472
1606,A160,2023-06-09 14:11:00,debit,Uber,Transport,433,Pending,0,9842
1607,A036,2023-06-10 20:35:00,debit,Flipkart,Shopping,9543,Pending,0,-115553
1608,A020,2023-06-10 08:22:00,credit,BigBasket,Groceries,11748,Success,0,14965
1609,A099,2023-06-10 06:06:00,debit,Swiggy,Food,12659,Success,0,18503
1610,A038,2023-06-10 16:34:00,credit,Flipkart,Shopping,9781,Success,0,41793
1611,A167,2023-06-10 07:47:00,debit,Netflix,Entertainment,12254,Success,0,-24842
1612,A037,2023-06-10 07:00:00,debit,Croma,Electronics,1233,Success,0,187612
1613,A105,2023-06-10 21:05:00,debit,Flipkart,Shopping,1974,Pending,0,3596
1614,A169,2023-06-10 12:13:00,debit,Flipkart,Shopping,12455,Success,0,-14469
1615,A069,2023-06-10 05:44:00,credit,Zomato,Food,40854,Failed,0,497182
1616,A095,2023-06-10 02:52:00,credit,Flipkart,Shopping,3517,Success,0,40576
1617,A135,2023-06-10 08:26:00,debit,Swiggy,Food,5095,Success,0,108658
1618,A138,2023-06-11 22:08:00,debit,Flipkart,Shopping,8578,Success,0,-21236
1619,A119,2023-06-11 04:23:00,credit,Netflix,Entertainment,12134,Success,0,167324
1620,A149,2023-06-11 10:07:00,credit,Netflix,Entertainment,10357,Success,0,124863
1621,A111,2023-06-11 02:44:00,debit,Croma,Electronics,13341,Success,0,136100
1622,A041,2023-06-11 15:42:00,debit,Croma,Electronics,11487,Success,0,44848
1623,A158,2023-06-11 17:08:00,debit,Zomato,Food,14145,Pending,0,105970
1624,A186,2023-06-11 04:11:00,debit,BigBasket,Groceries,32682,Success,0,752064
1625,A098,2023-06-12 02:47:00,debit,Croma,Electronics,20148,Success,0,-176176
1626,A010,2023-06-12 13:58:00,debit,Amazon,Shopping,11745,Success,0,-69338
1627,A123,2023-06-12 07:38:00,debit,Netflix,Entertainment,909,Success,0,29118
1628,A127,2023-06-12 10:51:00,debit,BigBasket,Groceries,6122,Success,0,279400
1629,A028,2023-06-12 15:33:00,debit,Netflix,Entertainment,2137,Pending,0,91596
1630,A040,2023-06-12 06:57:00,credit,Flipkart,Shopping,12735,Success,0,122451
1631,A102,2023-06-13 02:15:00,credit,Zomato,Food,1846,Pending,0,30254
1632,A132,2023-06-13 15:03:00,debit,Zomato,Food,2206,Success,0,48897
1633,A156,2023-06-13 08:33:00,debit,Amazon,Shopping,7062,Success,0,16348
1634,A094,2023-06-13 16:55:00,credit,Swiggy,Food,890,Success,0,-517
1635,A031,2023-06-13 17:43:00,debit,Zomato,Food,506,Success,0,181542
1636,A106,2023-06-13 00:06:00,debit,Flipkart,Shopping,6239,Pending,0,283618
1637,A084,2023-06-13 08:10:00,credit,BigBasket,Groceries,299,Success,0,96898
1638,A185,2023-06-13 22:32:00,debit,Uber,Transport,6881,Success,0,-30759
1639,A168,2023-06-13 21:22:00,debit,Netflix,Entertainment,3605,Success,0,57524
1640,A022,2023-06-14 00:39:00,debit,Croma,Electronics,4835,Success,0,41119
1641,A165,2023-06-14 10:21:00,credit,Netflix,Entertainment,4005,Success,0,195997
1642,A119,2023-06-14 14:24:00,debit,Suspicious Transfer,Fraud,93410,Failed,1,73914
1643,A101,2023-06-14 07:50:00,debit,Netflix,Entertainment,3567,Success,0,148106
1644,A156,2023-06-14 16:23:00,debit,BigBasket,Groceries,7914,Success,0,8434
1645,A039,2023-06-15 17:18:00,credit,BigBasket,Groceries,6743,Success,0,88347
1646,A038,2023-06-15 14:48:00,debit,Amazon,Shopping,5454,Success,0,36339
1647,A130,2023-06-15 17:09:00,debit,Croma,Electronics,5240,Success,0,44964
1648,A184,2023-06-15 17:19:00,debit,Netflix,Entertainment,7950,Success,0,66279
1649,A051,2023-06-15 04:23:00,credit,Zomato,Food,3037,Success,0,51863
1650,A187,2023-06-15 16:26:00,debit,Zomato,Food,648,Success,0,-8036
1651,A016,2023-06-15 14:51:00,debit,Netflix,Entertainment,874,Success,0,11305
1652,A182,2023-06-16 02:14:00,debit,Croma,Electronics,4763,Success,0,-43837
1653,A175,2023-06-16 04:49:00,debit,Zomato,Food,5768,Success,0,40449
1654,A158,2023-06-16 15:03:00,debit,Flipkart,Shopping,5177,Success,0,100793
1655,A095,2023-06-16 22:12:00,credit,Croma,Electronics,2521,Success,0,43097
1656,A115,2023-06-16 20:10:00,debit,Uber,Transport,2791,Success,0,272145
1657,A188,2023-06-16 20:37:00,debit,Flipkart,Shopping,5262,Success,0,171834
1658,A100,2023-06-16 21:12:00,debit,Zomato,Food,7415,Success,0,-107832
1659,A100,2023-06-16 12:24:00,debit,Uber,Transport,6397,Success,0,-114229
1660,A173,2023-06-16 13:50:00,credit,Flipkart,Shopping,523,Success,0,301995
1661,A197,2023-06-16 09:00:00,debit,BigBasket,Groceries,4751,Success,0,91560
1662,A009,2023-06-17 12:28:00,debit,Zomato,Food,13984,Success,0,97763
1663,A132,2023-06-17 08:30:00,debit,Zomato,Food,8079,Success,0,40818
1664,A137,2023-06-17 10:23:00,debit,Amazon,Shopping,4825,Success,0,50145
1665,A199,2023-06-17 03:36:00,credit,Netflix,Entertainment,5263,Success,0,34163
1666,A151,2023-06-17 23:21:00,credit,Amazon,Shopping,9724,Success,0,154737
1667,A056,2023-06-17 01:40:00,debit,Flipkart,Shopping,41106,Success,0,-57013
1668,A020,2023-06-17 03:33:00,debit,Swiggy,Food,3263,Failed,0,11702
1669,A159,2023-06-17 06:00:00,debit,Flipkart,Shopping,13673,Success,0,17186
1670,A050,2023-06-17 05:46:00,credit,BigBasket,Groceries,9881,Success,0,250218
1671,A144,2023-06-17 06:49:00,debit,Zomato,Food,6127,Success,0,2642
1672,A026,2023-06-17 17:32:00,debit,Flipkart,Shopping,2441,Success,0,99896
1673,A145,2023-06-18 07:51:00,debit,Zomato,Food,9541,Success,0,139062
1674,A143,2023-06-18 07:41:00,debit,Netflix,Entertainment,13272,Success,0,-127059
1675,A055,2023-06-18 21:33:00,credit,Netflix,Entertainment,11986,Success,0,68404
1676,A091,2023-06-18 23:42:00,debit,Flipkart,Shopping,13852,Success,0,86380
1677,A114,2023-06-18 16:35:00,debit,Amazon,Shopping,8790,Failed,0,317659
1678,A133,2023-06-18 11:00:00,debit,Swiggy,Food,10920,Success,0,-6976
1679,A165,2023-06-18 04:44:00,debit,BigBasket,Groceries,4434,Success,0,191563
1680,A194,2023-06-18 22:38:00,debit,BigBasket,Groceries,3272,Success,0,43147
1681,A155,2023-06-18 21:29:00,debit,Amazon,Shopping,10858,Success,0,16573
1682,A036,2023-06-18 09:51:00,debit,Swiggy,Food,8094,Success,0,-123647
1683,A090,2023-06-18 02:06:00,debit,Amazon,Shopping,8771,Success,0,183335
1684,A101,2023-06-18 18:17:00,debit,Flipkart,Shopping,13773,Success,0,134333
